최저운고(m),기온(0.1c),이슬점온도(0.1c),해면기압 QFF (0.1hPa),현지기압 QFE (0.1hPa),강수량 (0.1mm),2분 평균풍속 (0.1m/s),2분 최대풍속 (0.1m/s),10분 평균풍향 (degree),10분 최우풍향: 평균풍향을 기준으로 시계방향으로 스캔하여 첫번째 값 (degree),10분 평균풍속 (0.1m/s),10분 최대풍속 (0.1m/s),autoencoder_prob,xgboost_prob,ensemble_prob,ensemble_pred
7.378383712996714,5.6240175061873385,5.488937726156687,9.206633510044856,9.20391980417326,0,4.07753744390572,3.258096538021482,5.771441123130016,5.484796933490655,3.713572066704308,4.174387269895637,76.35109759149883,0.0389236,38.19501059516238,0
